J2000_name,Julian_date,Q/I_inst,err_Q/I_inst,U/I_inst,err_U/I_inst,Q/I,err_Q/I,U/I,err_U/I,PD[%],err_PD[%],EVPA[deg],err_EVPA[deg]
RBPLJ2149+0322,2456487.5458,0.048,0.016,0.128,0.014,0.055,0.017,0.126,0.014,13.7,1.5,33.3,3.1
RBPLJ2149+0322,2456489.4946,-0.102,0.039,0.067,0.030,-0.098,0.039,0.071,0.030,12.1,3.6,72.1,9.1
RBPLJ2149+0322,2456495.4724,-0.009,0.027,0.020,0.016,-0.007,0.027,0.020,0.016,2.1,1.8,54.0,31.4
RBPLJ2149+0322,2456520.5489,-0.033,0.009,0.092,0.008,-0.028,0.010,0.094,0.008,9.8,0.8,53.4,2.5
RBPLJ2149+0322,2456523.4893,0.025,0.012,-0.004,0.009,0.027,0.012,-0.004,0.009,2.7,1.2,-4.7,14.4
RBPLJ2149+0322,2456530.5487,0.023,0.007,0.042,0.007,0.026,0.008,0.041,0.007,4.9,0.8,28.5,4.5
RBPLJ2149+0322,2456537.4946,0.007,0.009,0.018,0.008,0.010,0.009,0.018,0.008,2.0,0.9,30.9,13.8
RBPLJ2149+0322,2456540.4383,-0.059,0.010,0.083,0.009,-0.054,0.010,0.086,0.010,10.2,1.0,61.1,2.8
RBPLJ2149+0322,2456546.5087,0.038,0.005,0.068,0.005,0.042,0.006,0.067,0.005,7.9,0.5,29.0,2.0
RBPLJ2149+0322,2456576.4406,0.076,0.012,-0.035,0.012,0.076,0.012,-0.038,0.012,8.4,1.2,-13.2,4.1
RBPLJ2149+0322,2456577.3469,0.113,0.007,-0.018,0.005,0.113,0.007,-0.022,0.007,11.6,0.7,-5.6,1.7
RBPLJ2149+0322,2456590.2952,0.060,0.010,-0.125,0.008,0.057,0.011,-0.126,0.008,13.9,0.9,-32.9,1.8
RBPLJ2149+0322,2456595.3302,0.146,0.007,-0.085,0.006,0.144,0.008,-0.090,0.008,17.0,0.8,-16.0,1.4
RBPLJ2149+0322,2456623.2472,0.021,0.005,0.013,0.005,0.023,0.006,0.013,0.006,2.6,0.6,14.5,6.5
RBPLJ2149+0322,2456852.4755,-0.048,0.013,-0.109,0.011,-0.051,0.013,-0.107,0.012,11.8,1.2,-57.8,3.0
RBPLJ2149+0322,2456865.5565,-0.079,0.008,-0.099,0.007,-0.081,0.009,-0.096,0.008,12.5,0.8,-65.1,1.9
RBPLJ2149+0322,2456873.5386,-0.029,0.004,-0.073,0.004,-0.031,0.005,-0.071,0.004,7.7,0.5,-56.6,1.7
RBPLJ2149+0322,2456882.5088,0.010,0.014,-0.030,0.011,0.010,0.014,-0.030,0.011,3.1,1.2,-35.6,11.8
RBPLJ2149+0322,2456886.5372,-0.043,0.009,-0.078,0.008,-0.044,0.010,-0.076,0.009,8.8,0.9,-60.2,3.0
RBPLJ2149+0322,2456902.4377,-0.120,0.007,-0.073,0.006,-0.121,0.007,-0.068,0.008,13.9,0.8,-75.4,1.6
RBPLJ2149+0322,2456941.3661,-0.139,0.007,-0.083,0.005,-0.141,0.008,-0.077,0.008,16.0,0.8,-75.7,1.4
RBPLJ2149+0322,2456952.3512,-0.165,0.017,-0.097,0.014,-0.167,0.017,-0.091,0.016,19.0,1.7,-75.8,2.6
RBPLJ2149+0322,2457188.5716,-0.144,0.009,0.108,0.007,-0.139,0.010,0.113,0.009,17.9,1.0,70.4,1.6
RBPLJ2149+0322,2457217.5184,-0.146,0.006,0.028,0.005,-0.144,0.006,0.034,0.007,14.8,0.6,83.3,1.2
RBPLJ2149+0322,2457232.5841,-0.029,0.006,0.021,0.006,-0.027,0.007,0.023,0.006,3.5,0.6,70.0,5.1
RBPLJ2149+0322,2457239.4695,0.031,0.018,0.141,0.022,0.038,0.019,0.140,0.022,14.5,2.2,37.3,4.3
RBPLJ2149+0322,2457252.3744,-0.032,0.006,0.036,0.005,-0.029,0.006,0.037,0.005,4.7,0.5,64.1,3.3
RBPLJ2149+0322,2457266.4635,0.082,0.008,-0.005,0.006,0.083,0.008,-0.008,0.007,8.3,0.8,-2.7,2.9
RBPLJ2149+0322,2457285.4857,0.030,0.007,0.114,0.006,0.036,0.008,0.113,0.007,11.8,0.7,36.1,1.6
RBPLJ2149+0322,2457311.3727,-0.014,0.005,0.087,0.004,-0.009,0.006,0.087,0.004,8.8,0.4,47.9,1.3
RBPLJ2149+0322,2457333.3120,-0.057,0.006,0.091,0.006,-0.052,0.007,0.094,0.006,10.7,0.6,59.5,1.7
RBPLJ2150-1410,2456467.5587,0.008,0.008,-0.012,0.011,0.009,0.008,-0.012,0.011,1.5,1.0,-26.0,24.9
RBPLJ2150-1410,2456486.5315,-0.013,0.005,-0.024,0.005,-0.013,0.006,-0.023,0.006,2.6,0.6,-59.7,6.3
RBPLJ2150-1410,2456488.5524,-0.025,0.004,-0.008,0.004,-0.023,0.004,-0.007,0.004,2.5,0.4,-81.5,5.2
RBPLJ2150-1410,2456521.4570,0.039,0.033,-0.064,0.031,0.038,0.033,-0.065,0.031,7.5,3.1,-29.9,13.6
RBPLJ2150-1410,2456524.4544,0.012,0.027,0.012,0.028,0.014,0.027,0.012,0.028,1.8,2.8,20.0,48.0
RBPLJ2150-1410,2456531.4271,-0.029,0.005,-0.011,0.005,-0.028,0.005,-0.010,0.005,3.0,0.5,-80.7,5.2
RBPLJ2150-1410,2456539.3667,-0.016,0.004,-0.021,0.004,-0.015,0.004,-0.020,0.004,2.5,0.4,-63.4,5.1
RBPLJ2150-1410,2456550.4179,0.009,0.009,-0.024,0.009,0.010,0.009,-0.024,0.009,2.6,0.9,-34.1,10.6
RBPLJ2150-1410,2456577.3760,0.014,0.009,-0.018,0.008,0.015,0.009,-0.019,0.008,2.4,0.8,-25.7,11.0
RBPLJ2150-1410,2456587.3070,-0.007,0.006,-0.029,0.006,-0.007,0.006,-0.029,0.006,2.9,0.6,-51.6,5.7
RBPLJ2150-1410,2456592.3297,-0.011,0.006,-0.018,0.006,-0.010,0.006,-0.017,0.006,2.0,0.6,-60.7,8.8
RBPLJ2150-1410,2456597.2407,-0.004,0.005,-0.005,0.005,-0.002,0.005,-0.005,0.005,0.6,0.5,-57.3,37.3
RBPLJ2150-1410,2456852.5026,0.035,0.025,-0.074,0.020,0.033,0.025,-0.075,0.020,8.2,2.1,-33.0,7.6
RBPLJ2150-1410,2456862.5310,-0.011,0.012,-0.017,0.012,-0.010,0.012,-0.016,0.012,1.9,1.2,-61.8,22.6
RBPLJ2150-1410,2456869.4388,-0.022,0.013,-0.019,0.013,-0.021,0.013,-0.018,0.013,2.8,1.3,-69.9,15.4
RBPLJ2150-1410,2456884.4866,0.006,0.012,-0.029,0.011,0.006,0.012,-0.029,0.011,2.9,1.1,-38.6,12.4
RBPLJ2150-1410,2456901.4606,-0.006,0.013,-0.029,0.013,-0.006,0.013,-0.028,0.013,2.9,1.3,-50.9,14.7
RBPLJ2150-1410,2456905.4193,0.016,0.010,-0.017,0.011,0.017,0.011,-0.017,0.011,2.4,1.1,-23.1,14.9
RBPLJ2150-1410,2456913.3958,-0.018,0.011,-0.011,0.010,-0.017,0.011,-0.010,0.010,2.0,1.1,-74.7,18.8
RBPLJ2150-1410,2456942.3596,-0.023,0.011,-0.015,0.011,-0.022,0.011,-0.013,0.011,2.5,1.1,-74.2,14.6
RBPLJ2150-1410,2457198.5732,-0.010,0.010,-0.010,0.010,-0.009,0.010,-0.010,0.010,1.3,1.0,-66.6,29.6
RBPLJ2150-1410,2457217.5387,0.012,0.010,-0.033,0.010,0.012,0.010,-0.033,0.010,3.6,1.0,-35.2,8.5
RBPLJ2150-1410,2457233.4689,0.017,0.012,-0.005,0.013,0.018,0.012,-0.006,0.013,1.9,1.3,-8.7,23.9
RBPLJ2150-1410,2457251.4200,-0.016,0.010,0.010,0.010,-0.014,0.010,0.011,0.010,1.8,1.0,71.1,18.4
RBPLJ2150-1410,2457255.5538,0.006,0.013,-0.044,0.013,0.006,0.013,-0.044,0.013,4.4,1.3,-41.0,8.6
RBPLJ2150-1410,2457265.4236,0.046,0.014,-0.015,0.014,0.047,0.014,-0.016,0.014,4.9,1.4,-9.4,8.7
RBPLJ2150-1410,2457286.4322,-0.009,0.011,-0.014,0.011,-0.008,0.011,-0.013,0.011,1.5,1.1,-60.1,27.3
RBPLJ2150-1410,2457311.3308,0.006,0.009,-0.030,0.009,0.006,0.009,-0.030,0.009,3.0,0.9,-39.0,8.9
RBPLJ2150-1410,2457332.2519,-0.005,0.005,-0.022,0.005,-0.005,0.005,-0.022,0.005,2.2,0.5,-51.0,6.4
RBPLJ2152+1734,2456462.5256,0.020,0.056,0.064,0.040,0.024,0.056,0.063,0.040,6.8,4.3,34.7,23.0
RBPLJ2202+4216,2456462.5140,0.054,0.002,-0.040,0.002,0.053,0.003,-0.042,0.003,6.8,0.3,-18.9,1.1
RBPLJ2202+4216,2456463.5679,0.082,0.001,-0.044,0.001,0.081,0.003,-0.047,0.003,9.4,0.3,-15.0,0.9
RBPLJ2202+4216,2456469.5783,0.058,0.002,0.021,0.002,0.061,0.002,0.019,0.003,6.4,0.2,8.8,1.0
RBPLJ2202+4216,2456487.4978,0.088,0.003,-0.021,0.003,0.089,0.003,-0.024,0.004,9.2,0.3,-7.6,1.1
RBPLJ2202+4216,2456489.4249,0.162,0.002,0.108,0.002,0.167,0.004,0.102,0.007,19.6,0.5,15.7,0.8
RBPLJ2202+4216,2456495.4572,0.078,0.003,-0.065,0.003,0.077,0.004,-0.068,0.004,10.2,0.4,-20.6,1.2
RBPLJ2202+4216,2456510.5918,0.112,0.002,-0.017,0.002,0.112,0.002,-0.021,0.005,11.4,0.3,-5.3,0.6
RBPLJ2202+4216,2456511.5805,0.088,0.002,0.010,0.002,0.089,0.002,0.007,0.004,8.9,0.2,2.1,0.7
RBPLJ2202+4216,2456512.5064,0.133,0.002,0.035,0.002,0.136,0.002,0.030,0.006,13.9,0.3,6.2,0.6
RBPLJ2202+4216,2456518.5476,0.039,0.002,0.017,0.002,0.041,0.002,0.015,0.003,4.4,0.2,10.2,1.5
RBPLJ2202+4216,2456519.5585,0.088,0.003,-0.011,0.003,0.089,0.003,-0.014,0.005,9.0,0.3,-4.3,1.0
RBPLJ2202+4216,2456520.5589,0.046,0.003,-0.005,0.003,0.047,0.003,-0.007,0.003,4.7,0.3,-4.0,1.9
RBPLJ2202+4216,2456524.5743,0.053,0.003,0.060,0.003,0.056,0.004,0.058,0.004,8.1,0.4,23.0,1.4
RBPLJ2202+4216,2456525.4604,0.009,0.003,0.090,0.003,0.014,0.005,0.090,0.004,9.1,0.4,40.5,1.2
RBPLJ2202+4216,2456529.5160,0.071,0.003,0.006,0.003,0.072,0.003,0.003,0.004,7.2,0.3,1.3,1.3
RBPLJ2202+4216,2456531.5666,0.076,0.003,0.000,0.003,0.077,0.003,-0.003,0.004,7.7,0.3,-1.0,1.2
RBPLJ2202+4216,2456532.5779,0.033,0.002,0.005,0.002,0.034,0.002,0.004,0.002,3.4,0.2,3.0,1.8
RBPLJ2202+4216,2456537.5692,0.091,0.003,-0.099,0.003,0.088,0.005,-0.102,0.004,13.5,0.5,-24.5,1.0
RBPLJ2202+4216,2456538.5567,0.071,0.002,-0.013,0.002,0.072,0.003,-0.015,0.004,7.4,0.3,-6.0,1.1
RBPLJ2202+4216,2456539.5775,0.079,0.003,0.049,0.003,0.083,0.004,0.046,0.004,9.5,0.4,14.6,1.2
RBPLJ2202+4216,2456539.5804,0.079,0.004,0.049,0.004,0.082,0.005,0.046,0.005,9.4,0.5,14.5,1.5
RBPLJ2202+4216,2456541.4846,0.040,0.003,-0.007,0.003,0.042,0.003,-0.009,0.003,4.3,0.3,-5.8,2.1
RBPLJ2202+4216,2456542.5259,0.032,0.003,-0.016,0.003,0.033,0.003,-0.016,0.003,3.7,0.3,-13.2,2.5
RBPLJ2202+4216,2456543.5663,0.057,0.003,-0.069,0.003,0.056,0.004,-0.070,0.004,9.0,0.4,-25.8,1.2
RBPLJ2202+4216,2456546.5373,0.124,0.003,-0.092,0.003,0.122,0.005,-0.096,0.005,15.5,0.5,-19.1,0.9
RBPLJ2202+4216,2456547.4937,0.113,0.003,-0.083,0.003,0.111,0.005,-0.087,0.005,14.1,0.5,-19.0,1.0
RBPLJ2202+4216,2456549.5190,0.138,0.003,-0.040,0.003,0.138,0.004,-0.045,0.006,14.5,0.4,-9.1,0.8
RBPLJ2202+4216,2456550.5392,0.060,0.003,-0.065,0.003,0.059,0.004,-0.066,0.004,8.9,0.4,-24.2,1.2
RBPLJ2202+4216,2456554.5277,0.037,0.004,-0.010,0.004,0.038,0.004,-0.011,0.004,4.0,0.4,-8.2,2.9
RBPLJ2202+4216,2456556.5480,0.044,0.002,-0.021,0.002,0.045,0.002,-0.023,0.003,5.0,0.3,-13.3,1.4
RBPLJ2202+4216,2456572.3646,0.059,0.002,-0.008,0.002,0.060,0.002,-0.010,0.003,6.1,0.2,-4.7,1.1
RBPLJ2202+4216,2456573.4388,0.027,0.003,0.009,0.003,0.028,0.003,0.009,0.003,3.0,0.3,8.5,3.0
RBPLJ2202+4216,2456575.3378,0.111,0.002,-0.002,0.002,0.113,0.002,-0.006,0.005,11.3,0.2,-1.5,0.6
RBPLJ2202+4216,2456576.4591,0.079,0.002,-0.006,0.002,0.080,0.002,-0.008,0.004,8.0,0.2,-3.0,0.8
RBPLJ2202+4216,2456577.4491,0.059,0.003,-0.056,0.003,0.058,0.004,-0.058,0.004,8.2,0.4,-22.4,1.3
RBPLJ2202+4216,2456580.3931,0.057,0.003,0.016,0.003,0.059,0.003,0.014,0.004,6.0,0.3,6.7,1.6
RBPLJ2202+4216,2456581.3651,0.116,0.003,0.078,0.003,0.120,0.004,0.074,0.006,14.1,0.5,15.8,1.0
RBPLJ2202+4216,2456586.3381,-0.002,0.003,0.032,0.003,0.000,0.003,0.033,0.003,3.3,0.3,44.6,2.6
RBPLJ2202+4216,2456587.4411,0.042,0.003,0.030,0.003,0.045,0.003,0.029,0.004,5.3,0.3,16.4,1.9
RBPLJ2202+4216,2456588.4126,-0.030,0.003,0.032,0.003,-0.027,0.003,0.034,0.003,4.3,0.3,64.5,2.2
RBPLJ2202+4216,2456589.3237,0.035,0.003,-0.017,0.003,0.036,0.003,-0.018,0.003,4.0,0.3,-13.0,2.3
RBPLJ2202+4216,2456590.4482,0.006,0.002,-0.029,0.002,0.007,0.002,-0.029,0.002,3.0,0.2,-38.4,1.9
RBPLJ2202+4216,2456591.3694,0.051,0.002,0.007,0.002,0.052,0.002,0.005,0.003,5.3,0.2,2.7,1.2
RBPLJ2202+4216,2456592.3788,-0.054,0.002,0.039,0.002,-0.051,0.003,0.041,0.003,6.5,0.3,70.4,1.2
RBPLJ2202+4216,2456593.3731,0.048,0.002,-0.034,0.002,0.048,0.003,-0.035,0.003,6.0,0.3,-17.9,1.2
RBPLJ2202+4216,2456594.3970,0.072,0.002,-0.019,0.002,0.072,0.002,-0.021,0.003,7.5,0.2,-8.1,0.9
RBPLJ2202+4216,2456595.3452,0.108,0.002,0.034,0.002,0.111,0.002,0.030,0.005,11.5,0.3,7.6,0.7
RBPLJ2202+4216,2456596.3682,0.063,0.002,0.063,0.002,0.067,0.003,0.061,0.003,9.0,0.3,21.2,1.0
RBPLJ2202+4216,2456599.3356,0.070,0.002,0.062,0.002,0.073,0.003,0.059,0.004,9.4,0.3,19.5,1.0
RBPLJ2202+4216,2456600.3417,0.063,0.002,0.020,0.002,0.065,0.002,0.018,0.003,6.8,0.2,7.7,1.0
RBPLJ2202+4216,2456601.4205,0.038,0.002,-0.004,0.002,0.040,0.002,-0.005,0.002,4.0,0.2,-3.7,1.6
RBPLJ2202+4216,2456605.3413,-0.080,0.002,0.055,0.002,-0.076,0.003,0.059,0.003,9.6,0.3,71.2,1.0
RBPLJ2202+4216,2456607.1862,0.019,0.002,0.112,0.002,0.025,0.005,0.111,0.002,11.4,0.3,38.7,0.6
RBPLJ2202+4216,2456607.4124,0.030,0.002,0.085,0.002,0.034,0.004,0.084,0.003,9.1,0.3,33.9,0.9
RBPLJ2202+4216,2456610.2437,0.145,0.002,0.065,0.002,0.149,0.003,0.059,0.006,16.0,0.4,10.8,0.7
RBPLJ2202+4216,2456623.2077,0.083,0.002,0.030,0.002,0.086,0.002,0.027,0.004,9.0,0.3,8.6,0.8
RBPLJ2202+4216,2456623.2697,0.089,0.002,0.047,0.002,0.092,0.003,0.044,0.004,10.2,0.3,12.7,0.9
RBPLJ2202+4216,2456623.3514,0.070,0.002,0.041,0.002,0.073,0.003,0.039,0.004,8.3,0.3,14.1,1.0
RBPLJ2202+4216,2456623.3774,0.079,0.003,0.040,0.003,0.082,0.003,0.037,0.004,9.0,0.4,12.3,1.2
RBPLJ2202+4216,2456624.2753,0.010,0.001,0.000,0.001,0.012,0.002,0.000,0.002,1.2,0.2,1.0,4.7
RBPLJ2202+4216,2456828.5820,0.043,0.003,0.010,0.003,0.045,0.004,0.009,0.004,4.6,0.4,5.5,2.3
RBPLJ2202+4216,2456844.5229,0.055,0.003,-0.027,0.003,0.056,0.003,-0.029,0.004,6.3,0.3,-13.6,1.6
RBPLJ2202+4216,2456850.5958,0.065,0.004,0.006,0.004,0.066,0.004,0.004,0.005,6.7,0.4,1.9,1.7
RBPLJ2202+4216,2456852.5725,0.013,0.003,0.042,0.003,0.016,0.003,0.042,0.003,4.5,0.3,34.5,2.0
RBPLJ2202+4216,2456854.5272,0.008,0.003,0.036,0.003,0.011,0.004,0.036,0.003,3.7,0.3,36.5,2.4
RBPLJ2202+4216,2456862.5616,0.018,0.003,0.075,0.003,0.022,0.004,0.074,0.004,7.8,0.4,36.6,1.4
RBPLJ2202+4216,2456870.5474,0.011,0.003,0.124,0.003,0.017,0.006,0.123,0.003,12.5,0.3,41.1,0.8
RBPLJ2202+4216,2456874.5347,0.045,0.003,0.059,0.003,0.049,0.004,0.058,0.004,7.6,0.4,24.8,1.4
RBPLJ2202+4216,2456880.4799,0.062,0.003,0.105,0.003,0.068,0.005,0.103,0.005,12.3,0.5,28.3,1.1
RBPLJ2202+4216,2456883.5305,0.071,0.005,0.087,0.005,0.076,0.006,0.084,0.006,11.3,0.6,23.9,1.5
RBPLJ2202+4216,2456897.4722,0.060,0.003,0.050,0.003,0.063,0.004,0.048,0.004,8.0,0.4,18.6,1.4
RBPLJ2202+4216,2456903.4750,0.043,0.003,0.028,0.003,0.045,0.004,0.026,0.004,5.2,0.4,15.2,2.1
RBPLJ2202+4216,2456914.4963,-0.006,0.002,0.023,0.002,-0.003,0.002,0.023,0.002,2.4,0.2,48.9,2.4
RBPLJ2202+4216,2456942.4403,-0.017,0.003,-0.056,0.003,-0.018,0.004,-0.055,0.003,5.8,0.3,-54.1,1.6
RBPLJ2202+4216,2456946.4352,-0.021,0.003,0.041,0.003,-0.018,0.004,0.042,0.003,4.6,0.3,56.3,2.0
RBPLJ2202+4216,2456952.3715,-0.015,0.001,-0.017,0.001,-0.014,0.002,-0.016,0.002,2.1,0.2,-65.9,2.3
RBPLJ2202+4216,2456967.2536,0.004,0.003,0.054,0.003,0.008,0.004,0.054,0.003,5.4,0.3,40.9,1.6
RBPLJ2202+4216,2456980.2346,0.039,0.003,0.004,0.003,0.040,0.003,0.003,0.004,4.0,0.3,2.4,2.4
RBPLJ2202+4216,2457156.6001,0.115,0.002,0.052,0.002,0.119,0.003,0.048,0.005,12.8,0.4,11.0,0.8
RBPLJ2202+4216,2457162.5849,0.039,0.005,0.021,0.006,0.042,0.006,0.020,0.006,4.6,0.6,12.9,3.6
RBPLJ2202+4216,2457188.5870,-0.102,0.002,0.088,0.002,-0.097,0.004,0.092,0.004,13.4,0.4,68.3,0.9
RBPLJ2202+4216,2457214.5690,0.042,0.002,-0.014,0.002,0.043,0.002,-0.015,0.003,4.5,0.2,-9.9,1.5
RBPLJ2202+4216,2457218.5500,0.066,0.003,-0.021,0.003,0.067,0.003,-0.023,0.004,7.1,0.3,-9.4,1.4
RBPLJ2202+4216,2457224.5708,0.063,0.002,0.063,0.002,0.067,0.003,0.061,0.003,9.0,0.3,21.2,1.0
RBPLJ2202+4216,2457233.5975,0.030,0.002,0.029,0.002,0.033,0.003,0.028,0.003,4.3,0.3,20.2,1.9
RBPLJ2202+4216,2457236.5688,0.124,0.003,0.010,0.003,0.126,0.003,0.005,0.006,12.6,0.3,1.2,0.8
RBPLJ2202+4216,2457245.5924,0.086,0.002,-0.043,0.002,0.085,0.003,-0.046,0.004,9.7,0.3,-14.3,0.9
RBPLJ2202+4216,2457251.4308,0.079,0.002,-0.053,0.002,0.079,0.003,-0.055,0.003,9.6,0.3,-17.6,0.9
RBPLJ2202+4216,2457253.6117,0.048,0.002,0.054,0.002,0.052,0.003,0.053,0.003,7.4,0.3,22.7,1.2
RBPLJ2202+4216,2457262.4690,0.049,0.002,0.010,0.002,0.051,0.003,0.009,0.003,5.1,0.3,4.9,1.6
RBPLJ2202+4216,2457278.4333,0.044,0.005,0.009,0.005,0.045,0.005,0.008,0.005,4.6,0.5,5.0,3.1
RBPLJ2202+4216,2457285.5057,0.091,0.002,-0.070,0.002,0.090,0.004,-0.074,0.004,11.6,0.4,-19.6,0.9
RBPLJ2202+4216,2457300.4486,-0.011,0.002,0.047,0.002,-0.008,0.003,0.047,0.003,4.8,0.3,49.6,1.6
RBPLJ2202+4216,2457312.3865,-0.032,0.002,0.080,0.002,-0.028,0.004,0.082,0.002,8.6,0.3,54.4,0.8
RBPLJ2202+4216,2457330.3031,-0.005,0.002,0.110,0.002,0.001,0.005,0.111,0.002,11.1,0.2,44.7,0.6
RBPLJ2202+4216,2457333.3264,0.014,0.002,0.052,0.002,0.017,0.003,0.052,0.002,5.4,0.2,35.9,1.2
RBPLJ2202+4216,2457343.3188,0.054,0.002,-0.066,0.002,0.053,0.003,-0.068,0.003,8.6,0.3,-26.1,1.0
RBPLJ2202+4216,2457346.2382,0.025,0.002,0.044,0.002,0.028,0.003,0.043,0.002,5.2,0.3,28.7,1.4
RBPLJ2202+4216,2457350.1927,-0.060,0.002,-0.005,0.002,-0.059,0.003,-0.002,0.003,5.9,0.3,-89.1,1.3
RBPLJ2202+4216,2457585.5929,0.025,0.001,0.012,0.001,0.027,0.002,0.012,0.002,3.0,0.2,11.5,1.9
RBPLJ2202+4216,2457596.4418,0.025,0.001,-0.009,0.001,0.026,0.002,-0.010,0.002,2.8,0.2,-10.4,2.0
RBPLJ2202+4216,2457596.5996,0.029,0.002,-0.015,0.002,0.030,0.002,-0.015,0.002,3.3,0.2,-13.8,2.0
RBPLJ2202+4216,2457597.4915,0.038,0.002,-0.006,0.002,0.039,0.002,-0.007,0.003,4.0,0.2,-5.3,1.6
RBPLJ2202+4216,2457598.4941,0.057,0.002,-0.008,0.002,0.058,0.002,-0.010,0.003,5.9,0.2,-4.9,1.1
RBPLJ2202+4216,2457599.4633,0.044,0.002,0.019,0.002,0.046,0.002,0.017,0.003,4.9,0.2,10.2,1.4
RBPLJ2202+4216,2457601.4617,0.014,0.002,0.010,0.002,0.016,0.002,0.010,0.002,1.9,0.2,15.5,3.4
RBPLJ2202+4216,2457602.4519,0.006,0.002,0.029,0.002,0.008,0.002,0.029,0.002,3.0,0.2,37.2,2.0
RBPLJ2202+4216,2457603.4578,-0.038,0.002,0.015,0.002,-0.035,0.002,0.016,0.002,3.9,0.2,77.5,1.7
RBPLJ2202+4216,2457604.4750,-0.026,0.002,-0.002,0.002,-0.025,0.002,0.000,0.002,2.5,0.2,-89.5,2.5
RBPLJ2202+4216,2457606.4127,0.018,0.002,0.015,0.002,0.020,0.002,0.015,0.002,2.5,0.2,18.8,2.5
RBPLJ2202+4216,2457606.5645,0.023,0.002,0.012,0.002,0.024,0.002,0.012,0.002,2.7,0.2,12.6,2.3
RBPLJ2202+4216,2457607.5400,0.018,0.002,0.035,0.002,0.021,0.003,0.035,0.003,4.1,0.3,29.4,2.0
RBPLJ2202+4216,2457608.4945,-0.013,0.002,0.015,0.002,-0.011,0.003,0.016,0.003,1.9,0.3,62.0,4.2
RBPLJ2202+4216,2457609.3917,-0.025,0.002,0.001,0.002,-0.023,0.002,0.002,0.002,2.3,0.2,87.8,2.6
RBPLJ2202+4216,2457612.5024,-0.008,0.002,0.038,0.002,-0.005,0.003,0.038,0.003,3.9,0.3,48.8,2.0
RBPLJ2202+4216,2457613.5110,-0.023,0.002,0.041,0.002,-0.020,0.003,0.042,0.003,4.6,0.3,57.9,1.8
RBPLJ2202+4216,2457616.5339,-0.037,0.002,0.010,0.003,-0.035,0.003,0.011,0.003,3.7,0.3,81.0,2.2
RBPLJ2202+4216,2457617.4820,-0.014,0.003,0.023,0.003,-0.012,0.003,0.024,0.003,2.7,0.3,58.3,3.0
RBPLJ2202+4216,2457618.4270,0.021,0.002,0.017,0.002,0.023,0.003,0.017,0.003,2.9,0.3,17.9,2.9
RBPLJ2202+4216,2457619.3383,0.033,0.003,-0.012,0.003,0.034,0.003,-0.013,0.003,3.6,0.3,-10.4,2.4
RBPLJ2202+4216,2457619.6205,0.030,0.002,0.008,0.002,0.032,0.002,0.007,0.003,3.2,0.3,6.5,2.2
RBPLJ2202+4216,2457620.3564,0.018,0.003,0.012,0.003,0.020,0.003,0.012,0.003,2.4,0.3,15.1,3.6
RBPLJ2202+4216,2457621.3023,0.022,0.003,0.002,0.003,0.024,0.003,0.002,0.003,2.4,0.3,2.0,3.5
RBPLJ2202+4216,2457621.5934,0.034,0.003,0.000,0.003,0.036,0.003,-0.001,0.003,3.6,0.3,-0.9,2.4
RBPLJ2202+4216,2457622.5229,0.059,0.003,-0.010,0.003,0.061,0.003,-0.012,0.004,6.2,0.3,-5.7,1.4
RBPLJ2202+4216,2457623.4932,0.012,0.002,-0.036,0.002,0.012,0.003,-0.036,0.003,3.8,0.3,-35.8,2.1
RBPLJ2202+4216,2457624.4446,-0.020,0.002,-0.038,0.002,-0.020,0.003,-0.037,0.003,4.2,0.3,-59.2,2.0
RBPLJ2202+4216,2457625.5472,0.001,0.004,-0.024,0.004,0.002,0.004,-0.024,0.004,2.4,0.4,-42.7,4.8
RBPLJ2202+4216,2457630.5185,-0.011,0.003,-0.064,0.003,-0.012,0.004,-0.063,0.003,6.5,0.3,-50.4,1.3
RBPLJ2202+4216,2457631.4981,-0.035,0.002,-0.064,0.002,-0.036,0.004,-0.062,0.003,7.2,0.3,-60.1,1.3
RBPLJ2202+4216,2457633.4798,-0.001,0.002,-0.026,0.002,0.000,0.003,-0.025,0.003,2.5,0.3,-45.2,3.1
RBPLJ2202+4216,2457634.4484,-0.008,0.002,-0.004,0.002,-0.007,0.002,-0.004,0.002,0.8,0.2,-76.2,8.6
RBPLJ2202+4216,2457636.4492,-0.043,0.002,0.020,0.003,-0.040,0.003,0.022,0.003,4.6,0.3,75.6,1.9
RBPLJ2202+4216,2457637.4205,-0.028,0.002,0.029,0.003,-0.025,0.003,0.030,0.003,4.0,0.3,64.9,2.1
RBPLJ2202+4216,2457637.5445,-0.023,0.002,0.024,0.002,-0.021,0.003,0.026,0.003,3.3,0.3,64.4,2.5
RBPLJ2202+4216,2457935.4656,0.026,0.002,-0.028,0.002,0.026,0.002,-0.028,0.002,3.9,0.2,-23.6,1.7
RBPLJ2202+4216,2457944.5845,0.067,0.002,-0.003,0.002,0.068,0.002,-0.005,0.003,6.8,0.2,-2.3,0.9
RBPLJ2202+4216,2457965.3703,0.062,0.002,0.057,0.002,0.065,0.003,0.055,0.003,8.5,0.3,20.1,1.1
RBPLJ2202+4216,2458015.4050,0.039,0.002,-0.010,0.002,0.040,0.002,-0.012,0.002,4.1,0.2,-8.2,1.6
RBPLJ2202+4216,2458046.2703,0.014,0.001,-0.051,0.001,0.013,0.003,-0.052,0.002,5.3,0.2,-37.7,0.9
